"q","alfa","образец","Kq","ro пара","ню жидк","r","lo","g","ro жидк","сигма","высота h","зазор D","зазор u","толщина d","толщина s","угол","угол/90","h/lo","D/lo","d/lo","u/lo","s/lo","жидкость","алфа Кутател","а/а гл","ср ж","лямбда ж","Pr","cp пара","лямбда п","ню пара","а ж","Р","алфа  Лабунцов","Ts","alf/alf0","алфа Боришан","Ткр","Ркр","алф/алф0","М",""
"114301.51515","33843.78323","20","718.57726026266","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","8108.447236024","4.1738920220927","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7886.4053001986","373","4.2914080549662","9503.3743061572","647","21830000","3.5612385811293","18",""
"189326.74242","54097.69613","20","1190.2369945322","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","11543.823489073","4.6862892681275","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","11040.423752395","373","4.8999655577772","13304.068891179","647","21830000","4.0662519543829","18",""
"246110.90909","65726.8786","20","1547.2209842762","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","13870.525307855","4.7386005317895","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","13150.179396072","373","4.998173532114","15846.39290487","647","21830000","4.1477501532732","18",""
"340657.57576","79318.24184","20","2141.6057972294","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","17415.018490128","4.554588436697","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","16332.642980136","373","4.856424152323","19681.364796856","647","21830000","4.0301189810105","18",""
"410826.81818","91739.38446","20","2582.7374996981","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","19854.65998234","4.6205467402414","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","18504.767170536","373","4.9576081457578","22298.84493325","647","21830000","4.1140868387853","18",""
"427266.66667","91658.07166","20","2686.089596751","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","20407.537942153","4.4913831310671","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","18995.195869693","373","4.8253291142021","22889.827430492","647","21830000","4.0043146650333","18",""
"492284.39394","97907.20003","20","3094.8353624468","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","22534.739999611","4.3447228604232","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","20876.377750772","373","4.6898557402459","25156.712642872","647","21830000","3.891891656112","18",""
"553939.39394","110978.2184","20","3482.4407316613","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","24475.122824279","4.534327332973","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","22584.957040659","373","4.9138113568341","27215.60613179","647","21830000","4.077741934631","18",""
"569937.87879","114745.07117","20","3583.0181159312","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","24967.816798709","4.5957190448439","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","23017.745413549","373","4.9850699583485","27737.130165411","647","21830000","4.1368761110366","18",""
"598760.45455","121443.98642","20","3764.2164797162","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","25845.11568434","4.6989144062368","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","23787.37435797","373","5.10539686274","28664.558018439","647","21830000","4.2367297741649","18",""
"634542.42424","124685.44234","20","3989.1663389801","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","26916.821115524","4.6322499155774","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","24725.867830875","373","5.042712482039","29795.473108066","647","21830000","4.1847109420875","18",""
"676227.27273","127667.96027","20","4251.225719235","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","28142.727231791","4.5364459250339","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","25797.218924498","373","4.9489040133998","31086.485941981","647","21830000","4.1068636869499","18",""
"694909.39394","131802.77704","20","4368.6742714905","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","28684.747523514","4.5948731789239","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","26270.1905462","373","5.017199125686","31656.432094395","647","21830000","4.1635386024231","18",""
"726006.81818","136124.60214","20","4564.1738839172","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","29577.386289055","4.6023201918411","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","27048.191591433","373","5.032669251837","32593.948600583","647","21830000","4.1763765356605","18",""
"757956.06061","138934.34241","20","4765.028606295","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","30482.608253575","4.5578233087619","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","27836.018796586","373","4.991171453981","33543.305948342","647","21830000","4.1419394565331","18",""
"794666.66667","142787.69893","20","4995.8165069677","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","31508.72293114","4.5316879151863","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","28727.715997787","373","4.9703811796594","34617.830011993","647","21830000","4.1246865814678","18",""
"823425.45455","144469.67231","20","5176.6138566456","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","32302.661436511","4.4723767604706","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","29416.700574912","373","4.9111446724657","35448.078785464","647","21830000","4.0755289781527","18",""
"861131.81818","146383.70255","20","5413.6617683566","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","33331.130909739","4.3918012547012","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","30308.017224528","373","4.8298673405641","36522.144272105","647","21830000","4.0080807265691","18",""
"950575.75758","153623.1082","20","5975.9673584164","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","35718.401758987","4.3009513481758","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","32371.954703216","373","4.7455616940159","39009.255910153","647","21830000","3.9381194184741","18",""
"1.03E+6","165110.65552","20","6486.1582609633","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","37826.620735322","4.3649327460494","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","34189.163389236","373","4.8293271654603","41199.051346511","647","21830000","4.0076324605465","18",""
"1.13E+6","169207.44406","20","7101.0586123196","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","40302.541549455","4.1984311052038","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","36317.184958448","373","4.6591563815752","43763.386393213","647","21830000","3.866415695981","18",""
"1.20E+6","167647.82232","20","7549.4247615756","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","42067.428874187","3.9852167533554","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","37830.262408186","373","4.4315796837751","45586.693820579","647","21830000","3.6775604517369","18",""
"1.33E+6","168040.78466","20","8339.0320014319","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","45101.108336145","3.725868185047","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","40424.116786013","373","4.1569438746067","48712.372518265","647","21830000","3.449653054714","18",""
"1.38E+6","177729.81983","20","8683.8565006845","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","46398.625249343","3.8304975389873","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","41530.950596854","373","4.2794546543191","50046.143177867","647","21830000","3.5513190137018","18",""
"1.46E+6","188448.22649","20","9207.5370984555","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","48340.006046846","3.8983906271624","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","43184.288093804","373","4.3638145910998","52038.468513661","647","21830000","3.6213253747183","18",""
"1.63E+6","210293.26725","20","10274.889942268","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","52197.570716246","4.0287941443326","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","46460.252462933","373","4.5263048757166","55986.111885817","647","21830000","3.7561684526136","18",""
"1.78E+6","222363.35194","20","11205.004521382","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","55461.893368794","4.0092996908958","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","49223.384358249","373","4.5174332248598","59315.775485253","647","21830000","3.7488062850208","18",""
"1.87E+6","202395.30565","20","11746.35069514","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","570","210","180","140","140","80","0.88888888888889","0.22773883792625","0.083903782393883","0.055935854929255","0.071917527766185","0.055935854929255","вода","57324.244572178","3.5307103854663","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","50796.301020752","373","3.9844496859588","61211.191105824","647","21830000","3.3065082053393","18",""
"175483.28866","66405.96085","21","1103.2076050934","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","10946.274611242","6.0665352559124","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","10495.463218169","373","6.3271110068815","12647.373763083","647","21830000","5.250573130355","18",""
"104956.70103","41648.4749","21","659.8293869803","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","7638.5059980083","5.4524372843144","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7450.4850719609","373","5.5900353463884","8978.0762852117","647","21830000","4.6389085564579","18",""
"72082.02062","31684.95413","21","453.15673045403","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","5871.9205471909","5.396012067152","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5799.5692172651","373","5.4633289030632","6988.6691069187","647","21830000","4.5337608127179","18",""
"46598.43299","22957.32157","21","292.94952272982","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","4326.7442241269","5.3059114153282","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4336.0269829343","373","5.294552284927","5225.0532215717","647","21830000","4.3937010010196","18",""
"26170.45361","12515.2444","21","164.52531561131","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","2889.1439379426","4.331817544858","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","2951.5621651218","373","4.2402103360352","3556.7281892472","647","21830000","3.5187519917424","18",""
"11307.21649","10785.89828","21","71.084872636362","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","1605.647838444","6.7174744185824","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","1686.8698371223","373","6.3940311472995","2032.7328938491","647","21830000","5.3061070210638","18",""
"247818.5567","86556.7332","21","1557.9564215053","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","13937.824128565","6.2102041467582","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","13210.937866866","373","6.5518991968838","15919.608833831","647","21830000","5.4371143225616","18",""
"329773.19588","101697.92455","21","2073.1791638329","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","17023.625275126","5.9739287552691","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","15982.866423348","373","6.3629340229883","19259.87269543","647","21830000","5.2803009738548","18",""
"270913.40206","86485.09734","21","1703.146366566","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","14834.832494377","5.8298667930884","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","14019.464584051","373","6.168930120084","16893.909765301","647","21830000","5.1193062199038","18",""
"403237.1134","119395.3504","21","2535.0234404412","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","19597.183168815","6.0924750956042","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","18276.152191338","373","6.5328494285897","22023.356464599","647","21830000","5.4213058119419","18",""
"469488.24742","114191.70252","21","2951.523241961","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","21799.102399919","5.2383671779267","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","20226.818831568","373","5.6455591692838","24373.973066586","647","21830000","4.6849851769364","18",""
"521899.42268","119813.01059","21","3281.015625995","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","23475.349965755","5.1037795289433","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","21705.459228678","373","5.5199481995618","26155.782728027","647","21830000","4.5807465154393","18",""
"575417.31959","125079.26216","21","3617.4656169347","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","25135.6056769","4.9761785638988","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","23165.039988777","373","5.3994839732891","27914.624908373","647","21830000","4.4807788953125","18",""
"645573.7732","133250.3049","21","4058.5169202237","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","27243.532482042","4.8910802953998","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","25011.612226867","373","5.3275376129839","30139.804377844","647","21830000","4.4210739800937","18",""
"725707.21649","142599.01599","21","4562.2903834116","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","29568.841757067","4.8226108131516","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","27040.749750052","373","5.2734860278689","32584.980940227","647","21830000","4.3762191008054","18",""
"3.50E+6","688685.36877","21","22033.688267463","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","89036.341543867","7.7348794529108","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","77260.037292016","373","8.9138627537418","93100.852079617","647","21830000","7.3971972692695","18",""
"896568.04124","164342.1007","21","5636.4380285583","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","34285.428504551","4.7933512243601","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","31133.881674683","373","5.2785612284779","37517.337734426","647","21830000","4.3804307721227","18",""
"999846.18557","179261.6701","21","6285.7148636053","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","37004.499937655","4.8443208367095","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","33481.113813904","373","5.3541131007881","40345.828631527","647","21830000","4.4431277329107","18",""
"1.09E+6","187164.11551","21","6850.0314062092","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","39299.865143405","4.7624620295015","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","35456.170030431","373","5.2787459939797","42725.83546441","647","21830000","4.3805841003602","18",""
"1.18E+6","198570.00362","21","7419.7933819113","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","41560.478053972","4.7778565819702","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","37395.957201616","373","5.3099323691444","45063.341953152","647","21830000","4.4064642126728","18",""
"1.29E+6","203835.30979","21","8085.5529894016","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","44137.026915822","4.6182383371393","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","39600.736649096","373","5.1472605572011","47720.172734014","647","21830000","4.2714704937502","18",""
"1.39E+6","220535.75031","21","8747.9806555136","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","46638.195227321","4.7286510388123","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","41735.150981156","373","5.2841728165683","50292.211267398","647","21830000","4.3850875662921","18",""
"1.50E+6","224239.09617","21","9410.5969220809","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","49083.812294637","4.5684938819331","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","43816.891170614","373","5.1176404847358","52800.775749633","647","21830000","4.2468901826988","18",""
"1.62E+6","229609.15918","21","10163.741407231","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","51801.673598778","4.4324660426688","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","46124.589871357","373","4.9780206137418","55581.62757048","647","21830000","4.1310261900634","18",""
"1.75E+6","232887.21408","21","11022.250680119","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","54827.123977734","4.2476642432417","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","48686.695891316","373","4.7833850668338","58669.048466679","647","21830000","3.9695072643332","18",""
"1.87E+6","248666.58279","21","11769.108483423","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","480","135","120","105","200","70","0.77777777777778","0.19178007404316","0.053938145824639","0.041951891196941","0.04794501851079","0.07990836418465","вода","57401.965387018","4.3320221026132","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","50861.889533157","373","4.8890551466417","61290.227391666","647","21830000","4.0571979151086","18",""
"5253.76685","3371.7528","28","33.028760678959","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","938.92490952941","3.5910782276401","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","1011.9482376615","373","3.3319419655216","1219.4304648166","647","21830000","2.7650226046362","18",""
"21649.48454","4933.77696","28","136.10342143266","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","2529.9654842389","1.9501360752691","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","2601.0147089156","373","1.8968662280487","3134.3071290063","647","21830000","1.574120453717","18",""
"47956.18557","9231.40974","28","301.48528122585","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","4414.6120693317","2.0911032713679","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4419.8499177038","373","2.0886251596516","5326.0625780822","647","21830000","1.7332522111154","18",""
"86655.4322","14123.98838","28","544.77513246816","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","6679.7215471348","2.1144576582026","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6557.0469941793","373","2.1540166469049","7901.4544087888","647","21830000","1.7875175441486","18",""
"135111.023","19097.4914","28","849.40001548724","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","9115.59143034","2.0950359113767","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","8816.6775143134","373","2.1660644124724","10624.382512155","647","21830000","1.7975154206045","18",""
"193655.82871","23769.33776","28","1217.4525827213","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","11727.966181558","2.0267229110343","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","11208.086736001","373","2.1207310685463","13506.108227207","647","21830000","1.7598954014095","18",""
"263319.58763","28564.15201","28","1655.4064712471","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","14542.514994313","1.9641824004425","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","13756.244259566","373","2.0764498994802","16576.720732611","647","21830000","1.7231485328582","18",""
"339254.55987","34311.71921","28","2132.7854827041","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","17364.780157785","1.9759374376311","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","16287.767583204","373","2.1065943527695","19627.288487314","647","21830000","1.748164002999","18",""
"427456.97859","35158.2992","28","2687.2860272435","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","400","200","300","200","300","80","0.88888888888889","0.1598167283693","0.07990836418465","0.07990836418465","0.11986254627698","0.11986254627698","вода","20413.900424922","1.7222724941422","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","19000.835975614","373","1.8503553867379","22896.623941153","647","21830000","1.5355232845839","18",""
